sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
COC=1C=CC(F)=C(C(=O)NC2=NN=C(S2)C3CC3)C1F,Z1451386322,311.309,311.309,1.491,-4.31,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z1451386322
CCC1=NN=C(NC(=O)CCC=2C=CC=3OCOC3C2)S1,Z192738450,305.354,305.354,2.77,-4.07,1,5,73.34,6,https://real.enamine.net/public-enum-files/Z192738450
O=C(C=1C=CN=CC1Cl)N(CCC(F)(F)F)CC2CC2,Z1368730422,306.711,306.711,2.001,-3.447,0,2,33.2,7,https://real.enamine.net/public-enum-files/Z1368730422
CCSC1=NN=C(NC(=O)CN2C(CC)=NC=3C=CC=CC32)S1,Z82181226,347.461,347.461,3.261,-5.428,1,4,72.7,7,https://real.enamine.net/public-enum-files/Z82181226
CCSC1=NN=C(NC(=O)C=2C=COC2C)S1,Z89315872,269.346,269.346,1.867,-4.833,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z89315872
COC1=CN(N=C1C(=O)NC2CC2)C=3C=CC=C(C3)C(F)(F)F,Z237825538,325.286,325.286,2.764,-3.45,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z237825538
CC1=CC(=NO1)C2CCCN2C(=O)C3=CC(Cl)=C(Cl)N3C,Z370676882,328.194,328.194,2.272,-3.59,0,2,51.27,3,https://real.enamine.net/public-enum-files/Z370676882
CN1N=CC(C(=O)NCC(C)(C)C2=CC=CC=C2F)=C1C(F)(F)F,Z982721114,343.32,343.32,2.213,-3.37,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z982721114
COC1CCN(CC1)C(=O)C=2C(C)=NN(CC=3C=CC=CC3)C2Cl,Z203133786,347.84,347.84,1.785,-3.855,0,3,47.36,5,https://real.enamine.net/public-enum-files/Z203133786
CCC(C)(C)NC(=O)C=1SC(=NC1C)C2=CC=CS2,Z90754996,294.438,294.438,3.878,-4.174,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z90754996
O=C(NNC(=O)C1CC1)C=2C=C(Cl)C=CN2,Z82208653,239.658,239.658,1.284,-2.321,2,3,71.09,5,https://real.enamine.net/public-enum-files/Z82208653
CCC(C)(C)NC(=O)C1=CC=C(O1)S(=O)(=O)N2CCOCC2,Z363146974,330.402,330.402,1.304,-3.24,1,4,88.85,6,https://real.enamine.net/public-enum-files/Z363146974
CC1=CC(=NO1)N2C(C)=CC(C=CC(=O)N3CC(C)OC(C)C3)=C2C,Z79370057,343.421,343.421,3.544,-3.24,0,3,60.5,4,https://real.enamine.net/public-enum-files/Z79370057
CN(C(=O)C=1C=CC=2C=CC=CC2N1)C3CCS(=O)(=O)C3,Z116308460,304.366,304.366,-0.048,-3.009,0,4,67.34,3,https://real.enamine.net/public-enum-files/Z116308460
CN(C(=O)C1=CSC(=N1)C=2C=CSC2)C3CCS(=O)(=O)C3,Z116315486,342.461,342.461,0.172,-3.28,0,4,67.34,4,https://real.enamine.net/public-enum-files/Z116315486
O=C(NC=1C=CC(=CC1)N2CCCS2(=O)=O)C=3C=CSC3,Z226999908,322.405,322.405,1.438,-3.774,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z226999908
CC(C)C(C)NC(=O)C1=CC(=CN1)S(=O)(=O)N2CCOCC2,Z166911574,329.417,329.417,1.312,-2.85,2,4,91.5,6,https://real.enamine.net/public-enum-files/Z166911574
[O-][N+]=1C=CC=CC1C(=O)NNC(=O)C2=CC=3CCCCCCC3S2,Z461843780,345.418,345.418,2.106,-5.754,2,3,85.14,5,https://real.enamine.net/public-enum-files/Z461843780
CC(C)CC(=O)NNC(=O)C1CCCN(C1)C(=O)C=2C=COC2,Z318029094,321.372,321.372,0.85,-3.22,2,3,91.65,8,https://real.enamine.net/public-enum-files/Z318029094
CN1C=C(Cl)C=C1C(=O)NNC(=O)C2CCC2,Z168546686,255.701,255.701,1.705,-2.591,2,2,63.13,5,https://real.enamine.net/public-enum-files/Z168546686
CC=1C=CC(=CC1N2C=CC=C2)C(=O)NC3CCS(=O)(=O)C3,Z225125754,318.392,318.392,1.626,-2.8,1,3,68.17,4,https://real.enamine.net/public-enum-files/Z225125754
CCC=1N=NSC1C(=O)N2CCOC(C2)C=3C=CC(F)=CC3,Z318371544,321.372,321.372,1.453,-3.752,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z318371544
CC1=NC(=NN1C2=CC=CC=C2Cl)C(=O)NCC3CC3,Z930812650,290.748,290.748,2.876,-2.86,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z930812650
CC1=CC(C(=O)NCC=2C(=O)NC(C)=CC2C)=C(C)N1C3CC3,Z109717696,313.395,313.395,1.657,-2.639,2,2,63.13,5,https://real.enamine.net/public-enum-files/Z109717696
CCN1C(C)=CC(C(=O)NNC(=O)C=2C=CC=3OCCOC3C2)=C1C,Z195496960,343.378,343.378,2.738,-3.469,2,4,81.59,6,https://real.enamine.net/public-enum-files/Z195496960
CCC1CN(CCO1)C(=O)CN2N=NN(C2=O)C3=CC=CS3,Z323852794,323.373,323.373,2.177,-3.04,0,5,77.81,4,https://real.enamine.net/public-enum-files/Z323852794
CCC1CN(CCO1)C(=O)C2=C(C)OC(=C2C#N)N3C=CC=C3,Z323852792,313.352,313.352,2.359,-3.197,0,3,71.4,4,https://real.enamine.net/public-enum-files/Z323852792
CC1COCCN1C(=O)CN2N=C(OC2=O)C3=CC=CS3,Z375694208,309.343,309.343,1.374,-2.9,0,4,71.44,4,https://real.enamine.net/public-enum-files/Z375694208
O=C(C=1C=CC(F)=C(F)C1)N2CCN(CC2)C=3C=CC=C(C3)C(F)(F)F,Z82207419,370.317,370.317,4.264,-5.584,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z82207419
CC1=NC(C)=C(S1)C(=O)N2CC(C)OCC2C,Z343736608,254.35,254.35,1.536,-1.928,0,3,42.43,2,https://real.enamine.net/public-enum-files/Z343736608
CC1CN(C(=O)CN2N=NN(C2=O)C3=CC=CS3)C(C)CO1,Z351913282,323.373,323.373,2.167,-2.9,0,5,77.81,4,https://real.enamine.net/public-enum-files/Z351913282
CSC=1C=CC=CC1C(=O)N2CCN(CC2)C3=NC=CS3,Z221244174,319.448,319.448,2.361,-4.43,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z221244174
CC=1C=CSC1C(=O)N2CCN(CC2)C3=NC=CS3,Z221244606,293.41,293.41,1.975,-3.86,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z221244606
CN1C(=CC(Cl)=C1Cl)C(=O)N2CCN(CC2)C3=NC=CS3,Z358275264,345.248,345.248,2.304,-4.41,0,3,41.37,3,https://real.enamine.net/public-enum-files/Z358275264
O=C(C1COCCO1)N(CC=2C=CC(F)=CC2)CC(F)(F)F,Z1265386618,321.268,321.268,1.984,-3.858,0,3,38.77,6,https://real.enamine.net/public-enum-files/Z1265386618
CCC(CC)(CNC(=O)C1COCCO1)C=2C=CC=CC2,Z1275622304,291.386,291.386,2.836,-3.438,1,3,47.56,7,https://real.enamine.net/public-enum-files/Z1275622304
COC=1C=C(F)C(=CC1OC)C(=O)N(CC(F)(F)F)C(C)C,Z1418283717,323.284,323.284,2.298,-3.92,0,3,38.77,7,https://real.enamine.net/public-enum-files/Z1418283717
CC(C=1C=CC=C(C1)[N+]([O-])=O)N(C)C(=O)C=2C=C(ON2)C3CC3,Z225680932,315.325,315.325,2.057,-3.66,0,4,89.48,6,https://real.enamine.net/public-enum-files/Z225680932
CONC(=O)C=1C=C(N=C2ON=C(CC(C)(C)C)C12)C3CC3,Z422400192,303.357,303.357,2.597,-3.695,1,4,77.25,6,
CCC=1C=NC=CC1C(=O)NC2CCN(CC2)C(=O)OC,Z1551766976,291.346,291.346,1.104,-2.485,1,3,71.53,6,https://real.enamine.net/public-enum-files/Z1551766976
CC(C)=C(F)C(=O)NC1=CC=C(F)C(F)=C1F,Z1424702748,247.189,247.189,2.965,-3.187,1,1,29.1,2,https://real.enamine.net/public-enum-files/Z1424702748
NC(=O)C=1C=C(C=CC1F)NC(=O)CN2C=CC(=N2)C(F)(F)F,Z364619840,330.238,330.238,0.945,-3.32,2,3,90.01,6,https://real.enamine.net/public-enum-files/Z364619840
COC=1C=CC(=CN1)NC(=O)C=CC2=CC=C(O2)C3CC3C,Z164751058,298.337,298.337,4.472,-4.047,1,3,64.36,6,https://real.enamine.net/public-enum-files/Z164751058
FC(F)(F)CNC1(CCOCC1)C=2C=CC(Cl)=CC2,Z1154419775,293.713,293.713,2.638,-3.862,1,2,21.26,4,https://real.enamine.net/public-enum-files/Z1154419775
CC1=NC(=CS1)CCNC(=O)C=2C(C)=NN(C)C2Cl,Z284507146,298.793,298.793,0.41,-2.098,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z284507146
CC1=NN(CC(C)C)C(Cl)=C1C(=O)NCC2CC3=CC=CC=C3O2,Z364786116,347.84,347.84,2.746,-4.72,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z364786116
COC=1N=CC=CC1CNC(=O)C=2C(C)=NN(CC(C)C)C2Cl,Z333663146,336.817,336.817,1.988,-3.59,1,4,69.04,7,https://real.enamine.net/public-enum-files/Z333663146
CN(C)C(CNC(=O)C=1C=C(ON1)C2CC2)C=3C=CSC3,Z346207208,305.397,305.397,2.283,-2.341,1,3,58.37,7,https://real.enamine.net/public-enum-files/Z346207208
CC1=NC(C)=C(S1)C(=O)NCC(C=2C=CSC2)N(C)C,Z343563954,309.453,309.453,2.317,-2.248,1,3,45.23,6,https://real.enamine.net/public-enum-files/Z343563954
CC1=NN=C(NC(=O)C2(CCC2)C=3C=CC(F)=CC3)S1,Z280019878,291.346,291.346,2.763,-4.13,1,3,54.88,3,https://real.enamine.net/public-enum-files/Z280019878
CSC=1N=C(N=C(C)C1C(=O)NCCC2=CSC(C)=N2)C3CC3,Z1312780331,348.489,348.489,1.87,-2.831,1,4,67.77,7,https://real.enamine.net/public-enum-files/Z1312780331
CC=1SC=2N=CN(CC(=O)N3CCNC3=O)C(=O)C2C1C,Z87739185,306.342,306.342,0.848,-3.357,1,4,82.08,3,https://real.enamine.net/public-enum-files/Z87739185
O=C(CN1C=NC=2SC=CC2C1=O)NC(=O)NC3CCCC3,Z88069039,320.369,320.369,1.535,-3.68,2,4,90.87,6,https://real.enamine.net/public-enum-files/Z88069039
CC1=NC=C(CN(C)C(=O)C2CC2C=3C=CC=C(Cl)C3)S1,Z955284414,320.838,320.838,2.664,-3.355,0,2,33.2,5,https://real.enamine.net/public-enum-files/Z955284414
COC=1C=CC(=CC1F)C(=O)NC2=NN=C(S2)C3CC3,Z88334421,293.318,293.318,2.16,-4.03,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z88334421
CC=1C=CC(C2=NC(=CO2)CN3C(=O)C(=O)N(C3=O)C(C)C)=C(C)C1,Z297829446,341.362,341.362,2.23,-4.95,0,4,83.72,4,https://real.enamine.net/public-enum-files/Z297829446
CC1=CC(CC(=O)NCC2(CC2)C=3C=CC(F)=CC3Cl)=NN1,Z1553042108,321.777,321.777,2.445,-3.375,2,2,57.78,6,https://real.enamine.net/public-enum-files/Z1553042108
CN(C(=O)CC1CCSCC1)C=2C=CC(Br)=CN2,Z1427362456,329.257,329.257,1.858,-3.8,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z1427362456
CS(=O)(=O)C=1C=CC(=CC1)C2=CSC(=N2)N3CCCC3,Z89239280,308.422,308.422,1.917,-3.72,0,4,50.27,3,https://real.enamine.net/public-enum-files/Z89239280
CN1CCSC1=NC=2C=C(C=CC2Cl)[N+]([O-])=O,Z89266987,271.724,271.724,3.803,-4.38,0,4,58.74,2,
CC=1C=C2N=C(C)C(CCC(=O)N3CCOCC3)=C(C)N2N1,Z89300296,302.372,302.372,0.79,-1.853,0,4,59.73,4,https://real.enamine.net/public-enum-files/Z89300296
CC1=CC(=C(C)S1)S(=O)(=O)N(C)C2CCS(=O)(=O)C2,Z89320993,323.456,323.456,0.95,-2.565,0,4,71.52,3,https://real.enamine.net/public-enum-files/Z89320993
COCC=1C=CC=C(C1)C(=O)NC2=NN=C(S2)C3CC3,Z89330787,289.355,289.355,1.91,-3.59,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z89330787
CC1=CC(CSC2=NN=C(C)S2)=NO1,Z89809431,227.309,227.309,0.775,-2.532,0,3,51.81,3,https://real.enamine.net/public-enum-files/Z89809431
O=C(NCCC=1C=C(F)C=C(F)C1)C2=CC=C(NC2=O)C(F)(F)F,Z972705440,346.253,346.253,2.078,-4.679,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z972705440
O=S(=O)(C1=CC=CS1)N(CC2=CC=CC=N2)C3CC3,Z90691372,294.395,294.395,1.913,-2.996,0,3,50.27,5,https://real.enamine.net/public-enum-files/Z90691372
CCC=1N=NSC1C(=O)N2CCN(CC2)C=3C=CC(=CC3)C(C)=O,Z90875921,344.433,344.433,1.494,-3.91,0,5,66.4,5,https://real.enamine.net/public-enum-files/Z90875921
CCC=1N=NSC1C(=O)N2CCCN(CC2)C3=NC(C)=CS3,Z809722388,337.466,337.466,1.069,-3.52,0,5,62.22,4,https://real.enamine.net/public-enum-files/Z809722388
CC1=NN(C)C(Cl)=C1C=CC(=O)N(C)C2CCCCCCC2,Z970782682,323.861,323.861,4.04,-4.393,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z970782682
CC1=NC=C(CON=CC(=O)NC=2C=CC(F)=CC2F)S1,Z909679742,311.309,311.309,2.248,-3.764,1,4,63.58,6,https://real.enamine.net/public-enum-files/Z909679742
O=S(=O)(CC=1C(F)=CC=CC1F)NC(C2=NC=CS2)C3CC3,Z1556462915,344.403,344.403,1.881,-3.17,1,3,59.06,6,https://real.enamine.net/public-enum-files/Z1556462915
O=C(NCCOCC(F)(F)F)C1=CNN=C1C=2C=CC=CC2Cl,Z1389327278,347.72,347.72,2.804,-4.538,2,3,67.01,8,https://real.enamine.net/public-enum-files/Z1389327278
ClC=1C=CC(=NN1)SCC2=NOC(=N2)C3CC3,Z1328946894,268.724,268.724,0.742,-3.358,0,4,64.7,4,https://real.enamine.net/public-enum-files/Z1328946894
CCC(CC)C(NC(=O)CN(C)C(C)=O)C1=CC=CS1,Z740561720,296.43,296.43,2.607,-3.748,1,2,49.41,9,https://real.enamine.net/public-enum-files/Z740561720
CC(=NOCC(=O)N(C)C1CCC(C)CC1)C=2SC(C)=NC2C,Z397952390,337.482,337.482,3.803,-3.09,0,4,54.79,6,https://real.enamine.net/public-enum-files/Z397952390
FC=1C=CC(=CC1)CN2CCCN(CC=3N=NSC3Cl)CC2,Z241639032,340.848,340.848,2.675,-3.12,0,4,32.26,4,https://real.enamine.net/public-enum-files/Z241639032
CC(C)N(CC=1C=NN(C)C1)C(=O)C=2CC(ON2)C=3C=CC=CC3,Z810756036,326.394,326.394,2.729,-2.48,0,4,59.72,6,https://real.enamine.net/public-enum-files/Z810756036
CC=1C=CC(=CC1C(F)(F)F)NC(=O)N(C)C2CCS(=O)CC2,Z1410908534,348.386,348.386,1.26,-3.64,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z1410908534
CC1SCCN(C(=O)CCC(=O)C2=CC=CS2)C1C,Z1228041579,297.439,297.439,2.843,-3.831,0,2,37.38,4,https://real.enamine.net/public-enum-files/Z1228041579
CCN1C(=NN=C1N2CCOCC2)SCCC3=CSC(C)=N3,Z1558637758,339.482,339.482,1.408,-3.511,0,5,56.07,6,https://real.enamine.net/public-enum-files/Z1558637758
CC(OC=1C=CC(F)=C(F)C1)C(=O)N2CCCSCC2,Z908018100,301.354,301.354,2.735,-4.043,0,2,29.54,4,https://real.enamine.net/public-enum-files/Z908018100
COC=1C=CC=CC1C2=NC(=CS2)C(=O)N3CCCSCC3,Z941744520,334.459,334.459,1.819,-4.65,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z941744520
CC=1C=CC=C(C1)OCCNC(=O)CN2N=C(OC2=O)C3=CC=CO3,Z168037068,343.335,343.335,2.564,-4.027,1,4,93.37,8,https://real.enamine.net/public-enum-files/Z168037068
CC1CN(CC(C)(C)O1)C(=O)C=2C=NN(C2)C(C)(C)C,Z856475782,279.379,279.379,1.969,-1.84,0,3,47.36,3,https://real.enamine.net/public-enum-files/Z856475782
CCC=1N=NSC1C(=O)N2CC(C)OC(C)(C)C2,Z856471056,269.365,269.365,1.309,-2.559,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z856471056
CN1C=C(C=N1)CCN2C(=O)NC(CC=3C=CC=CC3)C2=O,Z1252458044,298.34,298.34,0.854,-1.843,1,3,67.23,5,https://real.enamine.net/public-enum-files/Z1252458044
COC(=O)NCC(=O)OCC=1C=C(ON1)C2=CC=CS2,Z796448430,296.301,296.301,1.535,-2.474,1,3,90.66,8,https://real.enamine.net/public-enum-files/Z796448430
CC1=CSC(=O)N1CC(=O)N2CCC=3SC=CC3C2,Z227062908,294.395,294.395,-0.027,-2.751,0,2,40.62,3,https://real.enamine.net/public-enum-files/Z227062908
CN1C(=CC(Cl)=C1Cl)C(=O)N2CCC=3SC=CC3C2,Z358373008,315.219,315.219,3.331,-4.502,0,1,25.24,2,https://real.enamine.net/public-enum-files/Z358373008
CC1=NN(CC(C)C)C(Cl)=C1C(=O)NCC=2SC=CC2C,Z345089536,325.858,325.858,2.99,-4.36,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z345089536
O=C1OC=2C=C(Cl)C=CC2N1CC3=NC=CN3CC(F)(F)F,Z1116555583,331.678,331.678,1.703,-3.263,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z1116555583
CC1=NC(C)=C(CC(=O)NC2=NC(=CS2)C3CC3)C(=O)N1,Z402770224,304.369,304.369,0.395,-2.53,2,4,83.45,5,https://real.enamine.net/public-enum-files/Z402770224
O=C(NCC(F)(F)F)C1CCCN(CC=2C=CC=C(F)C2)C1,Z907940882,318.31,318.31,2.783,-3.287,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z907940882
NC(=O)C=1C=CC=C(C1)CN2N=C(OC2=O)C3=CC=CS3,Z370733284,301.322,301.322,1.338,-3.985,1,3,84.99,4,https://real.enamine.net/public-enum-files/Z370733284
O=C(COC=1C=C(Cl)C=CC1Cl)NC2CCCC(C2)C(F)(F)F,Z237708946,370.194,370.194,4.181,-5.495,1,2,38.33,6,https://real.enamine.net/public-enum-files/Z237708946
CN1C=C(C=N1)C(=O)NNC(=O)C2=CC=3CCCCCC3S2,Z101739684,318.396,318.396,2.558,-3.908,2,3,76.02,5,https://real.enamine.net/public-enum-files/Z101739684
CCC(=O)N1CCC(C1)NC(=O)NCC=2C(F)=C(F)C=C(F)C2F,Z1427570756,347.309,347.309,1.563,-3.92,2,2,61.44,7,https://real.enamine.net/public-enum-files/Z1427570756
C=C(Cl)CSC1=NNC(=O)N1C2CC2,Z97434811,231.704,231.704,2.302,-3.15,1,2,44.7,4,https://real.enamine.net/public-enum-files/Z97434811
CCC1(CNC(=O)N(C)CC=2C=CC(=CC2)S(C)=O)CCCC1,Z2736467475,336.494,336.494,2.584,-3.667,1,2,49.41,7,https://real.enamine.net/public-enum-files/Z2736467475
CC(C)(C)C(=O)CN1N=C(OC1=O)C2=CC=CO2,Z168034786,250.251,250.251,1.883,-2.658,0,3,72.11,4,https://real.enamine.net/public-enum-files/Z168034786
O=C(C1CCS(=O)(=O)C1)N(CC=2C=CSC2)C=3C=CC=CC3,Z997039270,335.444,335.444,1.421,-3.552,0,3,54.45,5,https://real.enamine.net/public-enum-files/Z997039270
CSC1=NSC(=N1)NC(=O)N(C(C)C2=CC=CO2)C3CC3,Z1430337347,324.425,324.425,2.56,-4.825,1,3,71.26,7,https://real.enamine.net/public-enum-files/Z1430337347
CC(C)C1=CC(=NO1)NC(=O)N2CCS(=O)C(C)(C)C2,Z2736468547,299.391,299.391,1.084,-3.37,1,3,75.44,2,https://real.enamine.net/public-enum-files/Z2736468547
CCC1CN(CCO1)C(=O)CN2C(C)=CC(C3=CSC(C)=N3)=C2C,Z383187048,347.477,347.477,3.412,-2.5,0,3,47.36,5,https://real.enamine.net/public-enum-files/Z383187048
CCN(C(=O)CN1N=NC(=N1)C=2C=CC=C(Cl)C2)C3CC3,Z389008694,305.763,305.763,3.031,-3.56,0,4,63.91,6,https://real.enamine.net/public-enum-files/Z389008694
CC1CN(CCO1)S(=O)(=O)C2=CC=C(Cl)C(=C2)C(F)(F)F,Z216464174,343.751,343.751,3.198,-3.929,0,3,46.61,3,https://real.enamine.net/public-enum-files/Z216464174
O=C1CNC(=O)N1CCSCC2=CC=C(Cl)S2,Z327267828,290.792,290.792,2.158,-4.26,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z327267828
COC(=O)N1CCN(CC=2C(F)=CC=CC2[N+]([O-])=O)CC1,Z1119781409,297.283,297.283,2.431,-2.56,0,4,75.92,5,https://real.enamine.net/public-enum-files/Z1119781409
CC1=CSC(=N1)NC(=O)CN2CCSCC2,Z1119764657,257.378,257.378,1.763,-2.129,1,3,45.23,4,https://real.enamine.net/public-enum-files/Z1119764657
COC=1C=CC=CC1N2CCN(CC2)C(=O)C=3SC=NC3Cl,Z803855756,337.826,337.826,2.239,-4.783,0,4,45.67,4,https://real.enamine.net/public-enum-files/Z803855756
CC1=NN(C)C(Cl)=C1CN2CC=3C=CC=CC3CC2C(N)=O,Z1562611305,318.802,318.802,1.788,-2.65,1,3,64.15,3,https://real.enamine.net/public-enum-files/Z1562611305
NC(=O)C1CCN(CN2N=C(OC2=O)C=3C=CC(F)=CC3)CC1,Z197882726,320.32,320.32,0.335,-2.721,1,4,88.23,4,https://real.enamine.net/public-enum-files/Z197882726
C1=CC=C(C=C1)C2CSCCN2CC=3C=CC=CN3,Z1214909462,270.394,270.394,2.881,-2.904,0,2,16.13,3,https://real.enamine.net/public-enum-files/Z1214909462
O=C(CN1CCCC1)N(CC(F)(F)F)C=2C=CC(Cl)=CC2,Z195554236,320.738,320.738,3.658,-3.82,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z195554236
O=C1OCCN1CCCSC2=NC=3C=CC(=CC3N2)C(F)(F)F,Z917018204,345.342,345.342,3.802,-5.35,1,2,58.22,6,https://real.enamine.net/public-enum-files/Z917018204
CC(C)(C)C1=CN=C(O1)SCCN2C(=O)CCC2=O,Z1425909057,282.36,282.36,1.819,-2.753,0,3,63.41,5,https://real.enamine.net/public-enum-files/Z1425909057
CCC=1N=NSC1C(=O)NCC(C)N2CCC=3C=CC=CC32,Z364604264,316.423,316.423,2.802,-3.687,1,4,58.12,6,https://real.enamine.net/public-enum-files/Z364604264
CC1=NOC(C)=C1CN2CCN(CC2)C(=O)C=3SC=NC3Cl,Z806225710,340.83,340.83,1.385,-2.831,0,4,62.47,4,https://real.enamine.net/public-enum-files/Z806225710
CN(C)C(=O)N1CCN(CC2=CN=C(S2)C=3C=CSC3)CC1,Z1563178792,336.478,336.478,2.682,-2.68,0,3,39.68,5,https://real.enamine.net/public-enum-files/Z1563178792
CC(CC1=CC=CO1)NS(=O)(=O)N2CC(C)OC(C)C2,Z369313698,302.391,302.391,1.947,-2.11,1,4,71.78,5,https://real.enamine.net/public-enum-files/Z369313698
C=C(C)CNC(=S)NCC1CC=2C=CC=CC2O1,Z363052800,262.372,262.372,2.974,-3.487,2,1,33.29,6,
CC=1C=CC(=CN1)C(=O)NNC(=O)C2CCCC2,Z371257796,247.294,247.294,1.529,-2.79,2,3,71.09,3,https://real.enamine.net/public-enum-files/Z371257796
CN(CC(F)F)C(=O)NCC=1C=NN(C1)C=2C=CC(F)=CC2F,Z1121352059,330.281,330.281,1.985,-2.98,1,2,50.16,7,https://real.enamine.net/public-enum-files/Z1121352059
CC(C)(C)C1=CSC(CCNC(=O)N2CCSCC2)=N1,Z1130634509,313.485,313.485,2.589,-2.738,1,2,45.23,6,https://real.enamine.net/public-enum-files/Z1130634509
O=C(NCC=1C=CC=CN1)NC2=NN=C(CC3CCCC3)S2,Z1122788280,317.411,317.411,2.701,-4.45,2,4,79.8,7,https://real.enamine.net/public-enum-files/Z1122788280
COC=1C=CC=C2NC=C(CCNC(=O)N3CCSCC3)C12,Z1623613213,319.424,319.424,2.43,-3.74,2,2,57.36,6,https://real.enamine.net/public-enum-files/Z1623613213
O=C1NC(=NC=2C=C(C=CC12)C(F)(F)F)C=3C=CC(Cl)=CN3,Z1389071643,325.673,325.673,2.943,-4.842,1,3,54.35,2,https://real.enamine.net/public-enum-files/Z1389071643
[O-][N+](=O)C=1C=CC=CC1S(=O)(=O)N2CCSSCC2,Z1565994446,320.412,320.412,2.354,-4.57,0,4,80.52,3,https://real.enamine.net/public-enum-files/Z1565994446
CC=1N=C(SCC2=NN=C(O2)C(C)(C)C)SC1CC(N)=O,Z362940848,326.44,326.44,0.246,-2.81,1,4,94.9,6,https://real.enamine.net/public-enum-files/Z362940848
COC(=O)N1CCCC1C(=O)OCC=2C=CC=CN2,Z1123400874,264.278,264.278,1.233,-1.75,0,3,68.73,6,https://real.enamine.net/public-enum-files/Z1123400874
O=C1C(Cl)=CC(=CN1CC2=NOC(=N2)C=3C=COC3)C(F)(F)F,Z1123842947,345.661,345.661,2.136,-3.51,0,3,72.37,4,https://real.enamine.net/public-enum-files/Z1123842947
CC1=NN(C)C(Cl)=C1C2=NC(=NO2)C(C)(C)C,Z1566350998,254.716,254.716,1.843,-2.63,0,3,56.74,2,https://real.enamine.net/public-enum-files/Z1566350998
CC(C)C1=CC=C2C=C(NC2=C1)C(=O)NCC3CCS(=O)(=O)C3,Z340525362,334.435,334.435,1.186,-4.87,2,3,79.03,5,https://real.enamine.net/public-enum-files/Z340525362
CC=1C=CC(=CC1F)C(=O)NC2=NN=C(N2)C(F)(F)F,Z107897196,288.202,288.202,2.481,-4.815,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z107897196
O=C(CS(=O)(=O)C1CCCC1)NC=2C=CC(Cl)=NC2,Z1123960693,302.778,302.778,1.556,-3.265,1,4,76.13,5,https://real.enamine.net/public-enum-files/Z1123960693
O=C(CCC(=O)N1CCCSCC1)NC2=NC=CS2,Z816474418,299.415,299.415,0.868,-2.51,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z816474418
NC(=O)C1CN(CC=2C=CC(F)=CC2C(F)(F)F)CCO1,Z1567481482,306.257,306.257,1.852,-2.8,1,3,55.56,4,https://real.enamine.net/public-enum-files/Z1567481482
O=C(NCC(F)(F)F)C=1C=C(ON1)C=2C=CC=CC2F,Z373679128,288.198,288.198,2.687,-4.25,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z373679128
CCC=1C=CC(=CC1)C=2N=NN(CC(=O)N3CCNC3=O)N2,Z113853600,300.317,300.317,1.946,-3.52,1,5,93.01,4,https://real.enamine.net/public-enum-files/Z113853600
CC1=NN(C)C(Cl)=C1C2CCCN2CC=3C=CC=C(C#N)C3,Z1139508227,314.813,314.813,2.941,-2.93,0,3,44.85,3,https://real.enamine.net/public-enum-files/Z1139508227
O=S1(=O)CCCN(CC2=CC=C(Br)C(F)=C2)CC1,Z1337779778,336.222,336.222,1.721,-2.561,0,3,37.38,2,https://real.enamine.net/public-enum-files/Z1337779778
BrC1=CC=C(CN2CCOC(CN3C=CC=N3)C2)S1,Z1139494416,342.256,342.256,2.509,-2.99,0,3,30.29,4,https://real.enamine.net/public-enum-files/Z1139494416
COC=1C=CC(=CC1F)CN2CCCC(C2)C(=O)NCC(F)(F)F,Z1289691713,348.336,348.336,2.642,-3.28,1,3,41.57,7,https://real.enamine.net/public-enum-files/Z1289691713
